"SUBDIVISION","YEAR","month","rainfall_in_mm"
"JHARKHAND",1940,"OCT",41.2
"JHARKHAND",1941,"OCT",164.7
"JHARKHAND",1942,"OCT",25.9
"JHARKHAND",1943,"OCT",80.1
"JHARKHAND",1944,"OCT",112.5
"JHARKHAND",1945,"OCT",144.6
"JHARKHAND",1946,"OCT",135.6
"JHARKHAND",1947,"OCT",106.2
"JHARKHAND",1948,"OCT",96.9
"JHARKHAND",1949,"OCT",66
"JHARKHAND",1950,"OCT",21.1
"JHARKHAND",1951,"OCT",69.2
"JHARKHAND",1952,"OCT",89.7
"JHARKHAND",1953,"OCT",23.4
"JHARKHAND",1954,"OCT",35.3
"JHARKHAND",1955,"OCT",96.9
"JHARKHAND",1956,"OCT",140.9
"JHARKHAND",1957,"OCT",18.2
"JHARKHAND",1958,"OCT",111.3
"JHARKHAND",1959,"OCT",272.8
"JHARKHAND",1960,"OCT",44.8
"JHARKHAND",1961,"OCT",155.3
"JHARKHAND",1962,"OCT",55.8
"JHARKHAND",1963,"OCT",228.6
"JHARKHAND",1964,"OCT",71.5
"JHARKHAND",1965,"OCT",39.2
"JHARKHAND",1966,"OCT",35.8
"JHARKHAND",1967,"OCT",19.8
"JHARKHAND",1968,"OCT",71.2
"JHARKHAND",1969,"OCT",25.1
"JHARKHAND",1970,"OCT",67
"JHARKHAND",1971,"OCT",104
"JHARKHAND",1972,"OCT",54.4
"JHARKHAND",1973,"OCT",245.1
"JHARKHAND",1974,"OCT",76.6
"JHARKHAND",1975,"OCT",102.5
"JHARKHAND",1976,"OCT",9.3
"JHARKHAND",1977,"OCT",50.3
"JHARKHAND",1978,"OCT",114.3
"JHARKHAND",1979,"OCT",36.1
"JHARKHAND",1980,"OCT",73.8
"JHARKHAND",1981,"OCT",6.1
"JHARKHAND",1982,"OCT",52.7
"JHARKHAND",1983,"OCT",110.7
"JHARKHAND",1984,"OCT",50.2
"JHARKHAND",1985,"OCT",153.7
"JHARKHAND",1986,"OCT",128.2
"JHARKHAND",1987,"OCT",19.7
"JHARKHAND",1988,"OCT",38.7
"JHARKHAND",1989,"OCT",39.6
"JHARKHAND",1990,"OCT",128.1
"JHARKHAND",1991,"OCT",29.4
"JHARKHAND",1992,"OCT",22.5
"JHARKHAND",1993,"OCT",49.6
"JHARKHAND",1994,"OCT",118.9
"JHARKHAND",1995,"OCT",37.5
"JHARKHAND",1996,"OCT",23.9
"JHARKHAND",1997,"OCT",54.3
"JHARKHAND",1998,"OCT",132.3
"JHARKHAND",1999,"OCT",140.6
"JHARKHAND",2000,"OCT",19.1
"JHARKHAND",2001,"OCT",115.5
"JHARKHAND",2002,"OCT",55
"JHARKHAND",2003,"OCT",255.5
"JHARKHAND",2004,"OCT",128.1
"JHARKHAND",2005,"OCT",83.1
"JHARKHAND",2006,"OCT",24.6
"JHARKHAND",2007,"OCT",39.6
"JHARKHAND",2008,"OCT",34
"JHARKHAND",2009,"OCT",82.2
"JHARKHAND",2010,"OCT",55.1
"JHARKHAND",2011,"OCT",23.3
"JHARKHAND",2012,"OCT",37.8
"JHARKHAND",2013,"OCT",281.1
"JHARKHAND",2014,"OCT",44.9
"JHARKHAND",2015,"OCT",22.7
"BIHAR",1901,"OCT",8.3
"BIHAR",1902,"OCT",28.5
"BIHAR",1903,"OCT",147
"BIHAR",1904,"OCT",98.1
"BIHAR",1905,"OCT",11.6
"BIHAR",1906,"OCT",32.9
"BIHAR",1907,"OCT",4.8
"BIHAR",1908,"OCT",25.4
"BIHAR",1909,"OCT",43.1
"BIHAR",1910,"OCT",73.8
"BIHAR",1911,"OCT",122.8
"BIHAR",1912,"OCT",14
"BIHAR",1913,"OCT",61
"BIHAR",1914,"OCT",10.1
"BIHAR",1915,"OCT",75.3
"BIHAR",1916,"OCT",130.1
"BIHAR",1917,"OCT",116.5
"BIHAR",1918,"OCT",8.6
"BIHAR",1919,"OCT",58.6
"BIHAR",1920,"OCT",5.6
"BIHAR",1921,"OCT",37
"BIHAR",1922,"OCT",15.7
"BIHAR",1923,"OCT",74.4
"BIHAR",1924,"OCT",53.1
"BIHAR",1925,"OCT",17.6
"BIHAR",1926,"OCT",17.6
"BIHAR",1927,"OCT",21.5
"BIHAR",1928,"OCT",164.3
"BIHAR",1929,"OCT",231.4
"BIHAR",1930,"OCT",30.4
"BIHAR",1931,"OCT",76.1
"BIHAR",1932,"OCT",32.4
"BIHAR",1933,"OCT",77.6
"BIHAR",1934,"OCT",55.2
"BIHAR",1935,"OCT",2.6
"BIHAR",1936,"OCT",88.8
"BIHAR",1937,"OCT",194.6
"BIHAR",1938,"OCT",27.1
"BIHAR",1939,"OCT",56.9
"BIHAR",1940,"OCT",4.9
"BIHAR",1941,"OCT",47.8
"BIHAR",1942,"OCT",7
"BIHAR",1943,"OCT",37
"BIHAR",1944,"OCT",48.5
"BIHAR",1945,"OCT",154.8
"BIHAR",1946,"OCT",148.7
"BIHAR",1947,"OCT",61.5
"BIHAR",1948,"OCT",81
"BIHAR",1949,"OCT",103.4
"BIHAR",1950,"OCT",3
"BIHAR",1951,"OCT",28.7
"BIHAR",1952,"OCT",15.4
"BIHAR",1953,"OCT",18.4
"BIHAR",1954,"OCT",15.1
"BIHAR",1955,"OCT",35.7
"BIHAR",1956,"OCT",168.8
"BIHAR",1957,"OCT",11.6
"BIHAR",1958,"OCT",81.5
"BIHAR",1959,"OCT",233.8
"BIHAR",1960,"OCT",37.9
"BIHAR",1961,"OCT",236
"BIHAR",1962,"OCT",72.5
"BIHAR",1963,"OCT",138.7
"BIHAR",1964,"OCT",66.3
"BIHAR",1965,"OCT",22.2
"BIHAR",1966,"OCT",18.3
"BIHAR",1967,"OCT",10.3
"BIHAR",1968,"OCT",113.3
"BIHAR",1969,"OCT",15.3
"BIHAR",1970,"OCT",34.5
"BIHAR",1971,"OCT",138.6
"BIHAR",1972,"OCT",48.4
"BIHAR",1973,"OCT",158.2
"BIHAR",1974,"OCT",28
"BIHAR",1975,"OCT",51.7
"BIHAR",1976,"OCT",22.4
"BIHAR",1977,"OCT",147.1
"BIHAR",1978,"OCT",142.8
"BIHAR",1979,"OCT",88.5
"BIHAR",1980,"OCT",29.5
"BIHAR",1981,"OCT",1
"BIHAR",1982,"OCT",42.1
"BIHAR",1983,"OCT",69.9
"BIHAR",1984,"OCT",15.4
"BIHAR",1985,"OCT",188
"BIHAR",1986,"OCT",124.2
"BIHAR",1987,"OCT",52.8
"BIHAR",1988,"OCT",33.7
"BIHAR",1989,"OCT",28.2
"BIHAR",1990,"OCT",49.7
"BIHAR",1991,"OCT",7.2
"BIHAR",1992,"OCT",52.4
"BIHAR",1993,"OCT",34.3
"BIHAR",1994,"OCT",32.9
"BIHAR",1995,"OCT",11.4
"BIHAR",1996,"OCT",66.2
"BIHAR",1997,"OCT",27.8
"BIHAR",1998,"OCT",83
"BIHAR",1999,"OCT",114.1
"BIHAR",2000,"OCT",9.6
"BIHAR",2001,"OCT",181.3
"BIHAR",2002,"OCT",33.8
"BIHAR",2003,"OCT",142
"BIHAR",2004,"OCT",56.4
"BIHAR",2005,"OCT",34.3
"BIHAR",2006,"OCT",17.6
"BIHAR",2007,"OCT",39.6
"BIHAR",2008,"OCT",21.4
"BIHAR",2009,"OCT",72.6
"BIHAR",2010,"OCT",33.6
"BIHAR",2011,"OCT",10
"BIHAR",2012,"OCT",34.3
"BIHAR",2013,"OCT",197.1
"BIHAR",2014,"OCT",47.8
"BIHAR",2015,"OCT",10.4
"EAST UTTAR PRADESH",1901,"OCT",4.9
"EAST UTTAR PRADESH",1902,"OCT",13.2
"EAST UTTAR PRADESH",1903,"OCT",324.7
"EAST UTTAR PRADESH",1904,"OCT",50.6
"EAST UTTAR PRADESH",1905,"OCT",3.3
"EAST UTTAR PRADESH",1906,"OCT",5.1
"EAST UTTAR PRADESH",1907,"OCT",0
"EAST UTTAR PRADESH",1908,"OCT",11.9
"EAST UTTAR PRADESH",1909,"OCT",9
"EAST UTTAR PRADESH",1910,"OCT",103
"EAST UTTAR PRADESH",1911,"OCT",99.4
"EAST UTTAR PRADESH",1912,"OCT",0.7
"EAST UTTAR PRADESH",1913,"OCT",15.5
"EAST UTTAR PRADESH",1914,"OCT",2.6
"EAST UTTAR PRADESH",1915,"OCT",98.6
"EAST UTTAR PRADESH",1916,"OCT",55.5
"EAST UTTAR PRADESH",1917,"OCT",55.4
"EAST UTTAR PRADESH",1918,"OCT",0.1
"EAST UTTAR PRADESH",1919,"OCT",59.1
"EAST UTTAR PRADESH",1920,"OCT",3.1
"EAST UTTAR PRADESH",1921,"OCT",11.1
"EAST UTTAR PRADESH",1922,"OCT",3.1
"EAST UTTAR PRADESH",1923,"OCT",93.2
"EAST UTTAR PRADESH",1924,"OCT",29.2
"EAST UTTAR PRADESH",1925,"OCT",6
"EAST UTTAR PRADESH",1926,"OCT",26.8
"EAST UTTAR PRADESH",1927,"OCT",73.4
"EAST UTTAR PRADESH",1928,"OCT",68.6
"EAST UTTAR PRADESH",1929,"OCT",53.3
"EAST UTTAR PRADESH",1930,"OCT",38.6
"EAST UTTAR PRADESH",1931,"OCT",102.3
"EAST UTTAR PRADESH",1932,"OCT",16.8
"EAST UTTAR PRADESH",1933,"OCT",100.5
"EAST UTTAR PRADESH",1934,"OCT",9.5
"EAST UTTAR PRADESH",1935,"OCT",0
"EAST UTTAR PRADESH",1936,"OCT",28.4
"EAST UTTAR PRADESH",1937,"OCT",70.5
"EAST UTTAR PRADESH",1938,"OCT",33.1
"EAST UTTAR PRADESH",1939,"OCT",20.7
"EAST UTTAR PRADESH",1940,"OCT",5.9
"EAST UTTAR PRADESH",1941,"OCT",4
"EAST UTTAR PRADESH",1942,"OCT",0.2
"EAST UTTAR PRADESH",1943,"OCT",15.4
"EAST UTTAR PRADESH",1944,"OCT",47.5
"EAST UTTAR PRADESH",1945,"OCT",108.9
"EAST UTTAR PRADESH",1946,"OCT",92.5
"EAST UTTAR PRADESH",1947,"OCT",27.7
"EAST UTTAR PRADESH",1948,"OCT",66.8
"EAST UTTAR PRADESH",1949,"OCT",86.7
"EAST UTTAR PRADESH",1950,"OCT",3.3
"EAST UTTAR PRADESH",1951,"OCT",12.7
"EAST UTTAR PRADESH",1952,"OCT",4.4
"EAST UTTAR PRADESH",1953,"OCT",3.6
"EAST UTTAR PRADESH",1954,"OCT",33.6
"EAST UTTAR PRADESH",1955,"OCT",99.1
"EAST UTTAR PRADESH",1956,"OCT",167.2
"EAST UTTAR PRADESH",1957,"OCT",5.1
"EAST UTTAR PRADESH",1958,"OCT",111.9
"EAST UTTAR PRADESH",1959,"OCT",125.9
"EAST UTTAR PRADESH",1960,"OCT",136.7
"EAST UTTAR PRADESH",1961,"OCT",203.5
"EAST UTTAR PRADESH",1962,"OCT",2.3
"EAST UTTAR PRADESH",1963,"OCT",24.9
"EAST UTTAR PRADESH",1964,"OCT",18.3
"EAST UTTAR PRADESH",1965,"OCT",47.9
"EAST UTTAR PRADESH",1966,"OCT",15
"EAST UTTAR PRADESH",1967,"OCT",2.7
"EAST UTTAR PRADESH",1968,"OCT",32.9
"EAST UTTAR PRADESH",1969,"OCT",6.8
"EAST UTTAR PRADESH",1970,"OCT",51.2
"EAST UTTAR PRADESH",1971,"OCT",75.8
"EAST UTTAR PRADESH",1972,"OCT",24.6
"EAST UTTAR PRADESH",1973,"OCT",109.7
"EAST UTTAR PRADESH",1974,"OCT",38.2
"EAST UTTAR PRADESH",1975,"OCT",40.3
"EAST UTTAR PRADESH",1976,"OCT",4.8
"EAST UTTAR PRADESH",1977,"OCT",66.4
"EAST UTTAR PRADESH",1978,"OCT",12.2
"EAST UTTAR PRADESH",1979,"OCT",18.5
"EAST UTTAR PRADESH",1980,"OCT",19.8
"EAST UTTAR PRADESH",1981,"OCT",1.4
"EAST UTTAR PRADESH",1982,"OCT",10.4
"EAST UTTAR PRADESH",1983,"OCT",110.4
"EAST UTTAR PRADESH",1984,"OCT",18.5
"EAST UTTAR PRADESH",1985,"OCT",158.3
"EAST UTTAR PRADESH",1986,"OCT",31.6
"EAST UTTAR PRADESH",1987,"OCT",78.7
"EAST UTTAR PRADESH",1988,"OCT",54.7
"EAST UTTAR PRADESH",1989,"OCT",7.9
"EAST UTTAR PRADESH",1990,"OCT",12
"EAST UTTAR PRADESH",1991,"OCT",0.2
"EAST UTTAR PRADESH",1992,"OCT",103.9
"EAST UTTAR PRADESH",1993,"OCT",7.8
"EAST UTTAR PRADESH",1994,"OCT",10
"EAST UTTAR PRADESH",1995,"OCT",2.4
"EAST UTTAR PRADESH",1996,"OCT",79.8
"EAST UTTAR PRADESH",1997,"OCT",8.1
"EAST UTTAR PRADESH",1998,"OCT",14.5
"EAST UTTAR PRADESH",1999,"OCT",71
"EAST UTTAR PRADESH",2000,"OCT",1.3
"EAST UTTAR PRADESH",2001,"OCT",75.3
"EAST UTTAR PRADESH",2002,"OCT",20.6
"EAST UTTAR PRADESH",2003,"OCT",7.6
"EAST UTTAR PRADESH",2004,"OCT",33
"EAST UTTAR PRADESH",2005,"OCT",25.2
"EAST UTTAR PRADESH",2006,"OCT",9.1
"EAST UTTAR PRADESH",2007,"OCT",14.6
"EAST UTTAR PRADESH",2008,"OCT",10.3
"EAST UTTAR PRADESH",2009,"OCT",80.9
"EAST UTTAR PRADESH",2010,"OCT",15.5
"EAST UTTAR PRADESH",2011,"OCT",0.6
"EAST UTTAR PRADESH",2012,"OCT",0.7
"EAST UTTAR PRADESH",2013,"OCT",97.4
"EAST UTTAR PRADESH",2014,"OCT",74.7
"EAST UTTAR PRADESH",2015,"OCT",11.8
"WEST UTTAR PRADESH",1901,"OCT",7.6
"WEST UTTAR PRADESH",1902,"OCT",9.6
"WEST UTTAR PRADESH",1903,"OCT",177.3
"WEST UTTAR PRADESH",1904,"OCT",2.7
"WEST UTTAR PRADESH",1905,"OCT",0.2
"WEST UTTAR PRADESH",1906,"OCT",1.1
"WEST UTTAR PRADESH",1907,"OCT",0
"WEST UTTAR PRADESH",1908,"OCT",0.2
"WEST UTTAR PRADESH",1909,"OCT",1.1
"WEST UTTAR PRADESH",1910,"OCT",149.5
"WEST UTTAR PRADESH",1911,"OCT",17.2
"WEST UTTAR PRADESH",1912,"OCT",0.1
"WEST UTTAR PRADESH",1913,"OCT",0.9
"WEST UTTAR PRADESH",1914,"OCT",11.3
"WEST UTTAR PRADESH",1915,"OCT",18.4
"WEST UTTAR PRADESH",1916,"OCT",48.9
"WEST UTTAR PRADESH",1917,"OCT",80.1
"WEST UTTAR PRADESH",1918,"OCT",0.2
"WEST UTTAR PRADESH",1919,"OCT",12.1
"WEST UTTAR PRADESH",1920,"OCT",1.8
"WEST UTTAR PRADESH",1921,"OCT",12.6
"WEST UTTAR PRADESH",1922,"OCT",2.9
"WEST UTTAR PRADESH",1923,"OCT",39.7
"WEST UTTAR PRADESH",1924,"OCT",41.7
"WEST UTTAR PRADESH",1925,"OCT",5.3
"WEST UTTAR PRADESH",1926,"OCT",22.2
"WEST UTTAR PRADESH",1927,"OCT",104.4
"WEST UTTAR PRADESH",1928,"OCT",43.2
"WEST UTTAR PRADESH",1929,"OCT",18.4
"WEST UTTAR PRADESH",1930,"OCT",30.9
"WEST UTTAR PRADESH",1931,"OCT",84
"WEST UTTAR PRADESH",1932,"OCT",0.1
"WEST UTTAR PRADESH",1933,"OCT",85.9
"WEST UTTAR PRADESH",1934,"OCT",1
"WEST UTTAR PRADESH",1935,"OCT",2.3
"WEST UTTAR PRADESH",1936,"OCT",1.5
"WEST UTTAR PRADESH",1937,"OCT",2.2
"WEST UTTAR PRADESH",1938,"OCT",18.5
"WEST UTTAR PRADESH",1939,"OCT",3.2
"WEST UTTAR PRADESH",1940,"OCT",1.5
"WEST UTTAR PRADESH",1941,"OCT",4.4
"WEST UTTAR PRADESH",1942,"OCT",0
"WEST UTTAR PRADESH",1943,"OCT",4.5
"WEST UTTAR PRADESH",1944,"OCT",21
"WEST UTTAR PRADESH",1945,"OCT",41.6
"WEST UTTAR PRADESH",1946,"OCT",31.5
"WEST UTTAR PRADESH",1947,"OCT",11.1
"WEST UTTAR PRADESH",1948,"OCT",22.5
"WEST UTTAR PRADESH",1949,"OCT",21.3
"WEST UTTAR PRADESH",1950,"OCT",0.2
"WEST UTTAR PRADESH",1951,"OCT",6.5
"WEST UTTAR PRADESH",1952,"OCT",2.3
"WEST UTTAR PRADESH",1953,"OCT",1.1
"WEST UTTAR PRADESH",1954,"OCT",99.9
"WEST UTTAR PRADESH",1955,"OCT",193.7
"WEST UTTAR PRADESH",1956,"OCT",206.5
"WEST UTTAR PRADESH",1957,"OCT",18.2
"WEST UTTAR PRADESH",1958,"OCT",122.4
"WEST UTTAR PRADESH",1959,"OCT",50.2
"WEST UTTAR PRADESH",1960,"OCT",187.7
"WEST UTTAR PRADESH",1961,"OCT",141.4
"WEST UTTAR PRADESH",1962,"OCT",0.1
"WEST UTTAR PRADESH",1963,"OCT",0.3
"WEST UTTAR PRADESH",1964,"OCT",1.6
"WEST UTTAR PRADESH",1965,"OCT",25.3
"WEST UTTAR PRADESH",1966,"OCT",9.3
"WEST UTTAR PRADESH",1967,"OCT",4.8
"WEST UTTAR PRADESH",1968,"OCT",15.6
"WEST UTTAR PRADESH",1969,"OCT",0.4
"WEST UTTAR PRADESH",1970,"OCT",16.9
"WEST UTTAR PRADESH",1971,"OCT",84.3
"WEST UTTAR PRADESH",1972,"OCT",7.5
"WEST UTTAR PRADESH",1973,"OCT",51
"WEST UTTAR PRADESH",1974,"OCT",39.1
"WEST UTTAR PRADESH",1975,"OCT",22.6
"WEST UTTAR PRADESH",1976,"OCT",2.6
"WEST UTTAR PRADESH",1977,"OCT",27.8
"WEST UTTAR PRADESH",1978,"OCT",3.5
"WEST UTTAR PRADESH",1979,"OCT",1.7
"WEST UTTAR PRADESH",1980,"OCT",16.1
"WEST UTTAR PRADESH",1981,"OCT",3.1
"WEST UTTAR PRADESH",1982,"OCT",8.7
"WEST UTTAR PRADESH",1983,"OCT",50.7
"WEST UTTAR PRADESH",1984,"OCT",0.4
"WEST UTTAR PRADESH",1985,"OCT",143.8
"WEST UTTAR PRADESH",1986,"OCT",15.1
"WEST UTTAR PRADESH",1987,"OCT",30.8
"WEST UTTAR PRADESH",1988,"OCT",14.9
"WEST UTTAR PRADESH",1989,"OCT",0.4
"WEST UTTAR PRADESH",1990,"OCT",3.7
"WEST UTTAR PRADESH",1991,"OCT",0
"WEST UTTAR PRADESH",1992,"OCT",67.4
"WEST UTTAR PRADESH",1993,"OCT",15.1
"WEST UTTAR PRADESH",1994,"OCT",0
"WEST UTTAR PRADESH",1995,"OCT",0.1
"WEST UTTAR PRADESH",1996,"OCT",36.2
"WEST UTTAR PRADESH",1997,"OCT",7.5
"WEST UTTAR PRADESH",1998,"OCT",39.6
"WEST UTTAR PRADESH",1999,"OCT",33.4
"WEST UTTAR PRADESH",2000,"OCT",0
"WEST UTTAR PRADESH",2001,"OCT",16.3
"WEST UTTAR PRADESH",2002,"OCT",6.7
"WEST UTTAR PRADESH",2003,"OCT",0.7
"WEST UTTAR PRADESH",2004,"OCT",60.5
"WEST UTTAR PRADESH",2005,"OCT",2.5
"WEST UTTAR PRADESH",2006,"OCT",16.7
"WEST UTTAR PRADESH",2007,"OCT",1.8
"WEST UTTAR PRADESH",2008,"OCT",5.1
"WEST UTTAR PRADESH",2009,"OCT",59.3
"WEST UTTAR PRADESH",2010,"OCT",4.7
"WEST UTTAR PRADESH",2011,"OCT",0.7
"WEST UTTAR PRADESH",2012,"OCT",0.5
"WEST UTTAR PRADESH",2013,"OCT",61.2
"WEST UTTAR PRADESH",2014,"OCT",14.6
"WEST UTTAR PRADESH",2015,"OCT",6.9
"UTTARAKHAND",1901,"OCT",16.3
"UTTARAKHAND",1902,"OCT",31.9
"UTTARAKHAND",1903,"OCT",57.5
"UTTARAKHAND",1904,"OCT",6.3
"UTTARAKHAND",1905,"OCT",0
"UTTARAKHAND",1906,"OCT",11.6
"UTTARAKHAND",1907,"OCT",0.4
"UTTARAKHAND",1908,"OCT",2.5
"UTTARAKHAND",1909,"OCT",8
"UTTARAKHAND",1910,"OCT",264.6
"UTTARAKHAND",1911,"OCT",19.7
"UTTARAKHAND",1912,"OCT",2.2
"UTTARAKHAND",1913,"OCT",12.1
"UTTARAKHAND",1914,"OCT",27.1
"UTTARAKHAND",1915,"OCT",12.9
"UTTARAKHAND",1916,"OCT",83.8
"UTTARAKHAND",1917,"OCT",115.8
"UTTARAKHAND",1918,"OCT",4
"UTTARAKHAND",1919,"OCT",14.2
"UTTARAKHAND",1920,"OCT",12.9
"UTTARAKHAND",1921,"OCT",55.8
"UTTARAKHAND",1922,"OCT",3.8
"UTTARAKHAND",1923,"OCT",69.4
"UTTARAKHAND",1924,"OCT",128.1
"UTTARAKHAND",1925,"OCT",20.1
"UTTARAKHAND",1926,"OCT",10.2
"UTTARAKHAND",1927,"OCT",120.8
"UTTARAKHAND",1928,"OCT",6.3
"UTTARAKHAND",1929,"OCT",44.5
"UTTARAKHAND",1930,"OCT",21.6
"UTTARAKHAND",1931,"OCT",105.8
"UTTARAKHAND",1932,"OCT",6.3
"UTTARAKHAND",1933,"OCT",128
"UTTARAKHAND",1934,"OCT",1.6
"UTTARAKHAND",1935,"OCT",3.6
"UTTARAKHAND",1936,"OCT",19.8
"UTTARAKHAND",1937,"OCT",15.8
"UTTARAKHAND",1938,"OCT",11.4
"UTTARAKHAND",1939,"OCT",24.2
"UTTARAKHAND",1940,"OCT",1.4
"UTTARAKHAND",1941,"OCT",32.3
"UTTARAKHAND",1942,"OCT",1
"UTTARAKHAND",1943,"OCT",0.2
"UTTARAKHAND",1944,"OCT",21.4
"UTTARAKHAND",1945,"OCT",92
"UTTARAKHAND",1946,"OCT",48.7
"UTTARAKHAND",1947,"OCT",16.6
"UTTARAKHAND",1948,"OCT",50.7
"UTTARAKHAND",1949,"OCT",22.2
"UTTARAKHAND",1950,"OCT",2.7
"UTTARAKHAND",1951,"OCT",13.5
"UTTARAKHAND",1952,"OCT",11.2
"UTTARAKHAND",1953,"OCT",9.8
"UTTARAKHAND",1954,"OCT",148.6
"UTTARAKHAND",1955,"OCT",271.2
"UTTARAKHAND",1956,"OCT",370.4
"UTTARAKHAND",1957,"OCT",57.7
"UTTARAKHAND",1958,"OCT",78.9
"UTTARAKHAND",1959,"OCT",87.9
"UTTARAKHAND",1960,"OCT",76.6
"UTTARAKHAND",1961,"OCT",122.7
"UTTARAKHAND",1962,"OCT",8.6
"UTTARAKHAND",1963,"OCT",10.8
"UTTARAKHAND",1964,"OCT",1.3
"UTTARAKHAND",1965,"OCT",33
"UTTARAKHAND",1966,"OCT",35.1
"UTTARAKHAND",1967,"OCT",22
"UTTARAKHAND",1968,"OCT",13
"UTTARAKHAND",1969,"OCT",25.3
"UTTARAKHAND",1970,"OCT",30
"UTTARAKHAND",1971,"OCT",79.5
"UTTARAKHAND",1972,"OCT",18.8
"UTTARAKHAND",1973,"OCT",46.8
"UTTARAKHAND",1974,"OCT",46.9
"UTTARAKHAND",1975,"OCT",21.8
"UTTARAKHAND",1976,"OCT",5.6
"UTTARAKHAND",1977,"OCT",30.1
"UTTARAKHAND",1978,"OCT",16.9
"UTTARAKHAND",1979,"OCT",11.7
"UTTARAKHAND",1980,"OCT",37.3
"UTTARAKHAND",1981,"OCT",4.6
"UTTARAKHAND",1982,"OCT",17.8
"UTTARAKHAND",1983,"OCT",53.8
"UTTARAKHAND",1984,"OCT",3.2
"UTTARAKHAND",1985,"OCT",220.5
"UTTARAKHAND",1986,"OCT",61.6
"UTTARAKHAND",1987,"OCT",20.2
"UTTARAKHAND",1988,"OCT",16.6
"UTTARAKHAND",1989,"OCT",12.3
"UTTARAKHAND",1990,"OCT",14.6
"UTTARAKHAND",1991,"OCT",0.5
"UTTARAKHAND",1992,"OCT",9
"UTTARAKHAND",1993,"OCT",1.5
"UTTARAKHAND",1994,"OCT",5.3
"UTTARAKHAND",1995,"OCT",5.1
"UTTARAKHAND",1996,"OCT",31.4
"UTTARAKHAND",1997,"OCT",9.9
"UTTARAKHAND",1998,"OCT",75.5
"UTTARAKHAND",1999,"OCT",32
"UTTARAKHAND",2000,"OCT",1.1
"UTTARAKHAND",2001,"OCT",6.3
"UTTARAKHAND",2002,"OCT",19.9
"UTTARAKHAND",2003,"OCT",1.8
"UTTARAKHAND",2004,"OCT",70.7
"UTTARAKHAND",2005,"OCT",14.1
"UTTARAKHAND",2006,"OCT",18.8
"UTTARAKHAND",2007,"OCT",25.1
"UTTARAKHAND",2008,"OCT",23.1
"UTTARAKHAND",2009,"OCT",81.3
"UTTARAKHAND",2010,"OCT",8
"UTTARAKHAND",2011,"OCT",3.4
"UTTARAKHAND",2012,"OCT",4.7
"UTTARAKHAND",2013,"OCT",29.1
"UTTARAKHAND",2014,"OCT",40.8
"UTTARAKHAND",2015,"OCT",16.8
"HARYANA DELHI & CHANDIGARH",1901,"OCT",2
"HARYANA DELHI & CHANDIGARH",1902,"OCT",9.3
"HARYANA DELHI & CHANDIGARH",1903,"OCT",4
"HARYANA DELHI & CHANDIGARH",1904,"OCT",1.5
"HARYANA DELHI & CHANDIGARH",1905,"OCT",0
"HARYANA DELHI & CHANDIGARH",1906,"OCT",0
"HARYANA DELHI & CHANDIGARH",1907,"OCT",0.1
"HARYANA DELHI & CHANDIGARH",1908,"OCT",0.3
"HARYANA DELHI & CHANDIGARH",1909,"OCT",3.1
"HARYANA DELHI & CHANDIGARH",1910,"OCT",87.3
"HARYANA DELHI & CHANDIGARH",1911,"OCT",10.7
"HARYANA DELHI & CHANDIGARH",1912,"OCT",0
"HARYANA DELHI & CHANDIGARH",1913,"OCT",0.7
"HARYANA DELHI & CHANDIGARH",1914,"OCT",18.7
"HARYANA DELHI & CHANDIGARH",1915,"OCT",6.4
"HARYANA DELHI & CHANDIGARH",1916,"OCT",61.6
"HARYANA DELHI & CHANDIGARH",1917,"OCT",101
"HARYANA DELHI & CHANDIGARH",1918,"OCT",0.3
"HARYANA DELHI & CHANDIGARH",1919,"OCT",0
"HARYANA DELHI & CHANDIGARH",1920,"OCT",1.4
"HARYANA DELHI & CHANDIGARH",1921,"OCT",29.5
"HARYANA DELHI & CHANDIGARH",1922,"OCT",1.7
"HARYANA DELHI & CHANDIGARH",1923,"OCT",9.1
"HARYANA DELHI & CHANDIGARH",1924,"OCT",45.5
"HARYANA DELHI & CHANDIGARH",1925,"OCT",5.7
"HARYANA DELHI & CHANDIGARH",1926,"OCT",0.6
"HARYANA DELHI & CHANDIGARH",1927,"OCT",18.1
"HARYANA DELHI & CHANDIGARH",1928,"OCT",7.6
"HARYANA DELHI & CHANDIGARH",1929,"OCT",3.8
"HARYANA DELHI & CHANDIGARH",1930,"OCT",2.8
"HARYANA DELHI & CHANDIGARH",1931,"OCT",37.4
"HARYANA DELHI & CHANDIGARH",1932,"OCT",0
"HARYANA DELHI & CHANDIGARH",1933,"OCT",17
"HARYANA DELHI & CHANDIGARH",1934,"OCT",0
"HARYANA DELHI & CHANDIGARH",1935,"OCT",7.5
"HARYANA DELHI & CHANDIGARH",1936,"OCT",0.1
"HARYANA DELHI & CHANDIGARH",1937,"OCT",0.4
"HARYANA DELHI & CHANDIGARH",1938,"OCT",7.6
"HARYANA DELHI & CHANDIGARH",1939,"OCT",1.2
"HARYANA DELHI & CHANDIGARH",1940,"OCT",0.2
"HARYANA DELHI & CHANDIGARH",1941,"OCT",3.9
"HARYANA DELHI & CHANDIGARH",1942,"OCT",0.3
"HARYANA DELHI & CHANDIGARH",1943,"OCT",0
"HARYANA DELHI & CHANDIGARH",1944,"OCT",24.8
"HARYANA DELHI & CHANDIGARH",1945,"OCT",5.1
