"SUBDIVISION","YEAR","month","rainfall_in_mm"
"ANDAMAN & NICOBAR ISLANDS",1901,"JAN",49.2
"ANDAMAN & NICOBAR ISLANDS",1902,"JAN",0
"ANDAMAN & NICOBAR ISLANDS",1903,"JAN",12.7
"ANDAMAN & NICOBAR ISLANDS",1904,"JAN",9.4
"ANDAMAN & NICOBAR ISLANDS",1905,"JAN",1.3
"ANDAMAN & NICOBAR ISLANDS",1906,"JAN",36.6
"ANDAMAN & NICOBAR ISLANDS",1907,"JAN",110.7
"ANDAMAN & NICOBAR ISLANDS",1908,"JAN",20.9
"ANDAMAN & NICOBAR ISLANDS",1910,"JAN",26.6
"ANDAMAN & NICOBAR ISLANDS",1911,"JAN",0
"ANDAMAN & NICOBAR ISLANDS",1912,"JAN",583.7
"ANDAMAN & NICOBAR ISLANDS",1913,"JAN",84.8
"ANDAMAN & NICOBAR ISLANDS",1914,"JAN",0
"ANDAMAN & NICOBAR ISLANDS",1915,"JAN",45
"ANDAMAN & NICOBAR ISLANDS",1916,"JAN",0
"ANDAMAN & NICOBAR ISLANDS",1917,"JAN",8
"ANDAMAN & NICOBAR ISLANDS",1918,"JAN",77.4
"ANDAMAN & NICOBAR ISLANDS",1919,"JAN",10.2
"ANDAMAN & NICOBAR ISLANDS",1920,"JAN",122.3
"ANDAMAN & NICOBAR ISLANDS",1921,"JAN",13.2
"ANDAMAN & NICOBAR ISLANDS",1922,"JAN",245.3
"ANDAMAN & NICOBAR ISLANDS",1923,"JAN",79.5
"ANDAMAN & NICOBAR ISLANDS",1924,"JAN",28.7
"ANDAMAN & NICOBAR ISLANDS",1925,"JAN",36.6
"ANDAMAN & NICOBAR ISLANDS",1926,"JAN",122.1
"ANDAMAN & NICOBAR ISLANDS",1927,"JAN",3
"ANDAMAN & NICOBAR ISLANDS",1928,"JAN",50.9
"ANDAMAN & NICOBAR ISLANDS",1929,"JAN",74.2
"ANDAMAN & NICOBAR ISLANDS",1930,"JAN",87.4
"ANDAMAN & NICOBAR ISLANDS",1931,"JAN",25.3
"ANDAMAN & NICOBAR ISLANDS",1932,"JAN",2.8
"ANDAMAN & NICOBAR ISLANDS",1933,"JAN",4.5
"ANDAMAN & NICOBAR ISLANDS",1934,"JAN",7.3
"ANDAMAN & NICOBAR ISLANDS",1935,"JAN",6.6
"ANDAMAN & NICOBAR ISLANDS",1936,"JAN",16.5
"ANDAMAN & NICOBAR ISLANDS",1937,"JAN",21.6
"ANDAMAN & NICOBAR ISLANDS",1938,"JAN",13.4
"ANDAMAN & NICOBAR ISLANDS",1939,"JAN",54.1
"ANDAMAN & NICOBAR ISLANDS",1940,"JAN",0.5
"ANDAMAN & NICOBAR ISLANDS",1941,"JAN",0
"ANDAMAN & NICOBAR ISLANDS",1942,"JAN",39.2
"ANDAMAN & NICOBAR ISLANDS",1946,"JAN",84.4
"ANDAMAN & NICOBAR ISLANDS",1947,"JAN",25.1
"ANDAMAN & NICOBAR ISLANDS",1949,"JAN",0
"ANDAMAN & NICOBAR ISLANDS",1950,"JAN",0.8
"ANDAMAN & NICOBAR ISLANDS",1951,"JAN",82.7
"ANDAMAN & NICOBAR ISLANDS",1952,"JAN",0
"ANDAMAN & NICOBAR ISLANDS",1953,"JAN",56
"ANDAMAN & NICOBAR ISLANDS",1954,"JAN",83.8
"ANDAMAN & NICOBAR ISLANDS",1955,"JAN",57.3
"ANDAMAN & NICOBAR ISLANDS",1956,"JAN",49.2
"ANDAMAN & NICOBAR ISLANDS",1957,"JAN",28
"ANDAMAN & NICOBAR ISLANDS",1958,"JAN",22.9
"ANDAMAN & NICOBAR ISLANDS",1959,"JAN",10.1
"ANDAMAN & NICOBAR ISLANDS",1960,"JAN",104.2
"ANDAMAN & NICOBAR ISLANDS",1961,"JAN",82.1
"ANDAMAN & NICOBAR ISLANDS",1962,"JAN",152.4
"ANDAMAN & NICOBAR ISLANDS",1963,"JAN",79.9
"ANDAMAN & NICOBAR ISLANDS",1964,"JAN",65.5
"ANDAMAN & NICOBAR ISLANDS",1965,"JAN",11.8
"ANDAMAN & NICOBAR ISLANDS",1966,"JAN",79.8
"ANDAMAN & NICOBAR ISLANDS",1967,"JAN",164.6
"ANDAMAN & NICOBAR ISLANDS",1968,"JAN",22.1
"ANDAMAN & NICOBAR ISLANDS",1969,"JAN",106.3
"ANDAMAN & NICOBAR ISLANDS",1970,"JAN",72.2
"ANDAMAN & NICOBAR ISLANDS",1971,"JAN",41.5
"ANDAMAN & NICOBAR ISLANDS",1972,"JAN",13.7
"ANDAMAN & NICOBAR ISLANDS",1973,"JAN",18.1
"ANDAMAN & NICOBAR ISLANDS",1974,"JAN",22.2
"ANDAMAN & NICOBAR ISLANDS",1975,"JAN",276.9
"ANDAMAN & NICOBAR ISLANDS",1976,"JAN",20.9
"ANDAMAN & NICOBAR ISLANDS",1977,"JAN",79.7
"ANDAMAN & NICOBAR ISLANDS",1978,"JAN",109.6
"ANDAMAN & NICOBAR ISLANDS",1979,"JAN",35.5
"ANDAMAN & NICOBAR ISLANDS",1980,"JAN",5.5
"ANDAMAN & NICOBAR ISLANDS",1981,"JAN",11.1
"ANDAMAN & NICOBAR ISLANDS",1982,"JAN",8.8
"ANDAMAN & NICOBAR ISLANDS",1983,"JAN",22.1
"ANDAMAN & NICOBAR ISLANDS",1984,"JAN",69.4
"ANDAMAN & NICOBAR ISLANDS",1985,"JAN",12
"ANDAMAN & NICOBAR ISLANDS",1986,"JAN",14.8
"ANDAMAN & NICOBAR ISLANDS",1987,"JAN",72.4
"ANDAMAN & NICOBAR ISLANDS",1988,"JAN",10.2
"ANDAMAN & NICOBAR ISLANDS",1989,"JAN",56
"ANDAMAN & NICOBAR ISLANDS",1990,"JAN",13.4
"ANDAMAN & NICOBAR ISLANDS",1991,"JAN",14.1
"ANDAMAN & NICOBAR ISLANDS",1992,"JAN",75.9
"ANDAMAN & NICOBAR ISLANDS",1993,"JAN",14.9
"ANDAMAN & NICOBAR ISLANDS",1994,"JAN",7.2
"ANDAMAN & NICOBAR ISLANDS",1995,"JAN",51.8
"ANDAMAN & NICOBAR ISLANDS",1996,"JAN",52.2
"ANDAMAN & NICOBAR ISLANDS",1997,"JAN",9.5
"ANDAMAN & NICOBAR ISLANDS",1998,"JAN",0.9
"ANDAMAN & NICOBAR ISLANDS",1999,"JAN",46.8
"ANDAMAN & NICOBAR ISLANDS",2000,"JAN",53
"ANDAMAN & NICOBAR ISLANDS",2001,"JAN",89
"ANDAMAN & NICOBAR ISLANDS",2002,"JAN",10.6
"ANDAMAN & NICOBAR ISLANDS",2003,"JAN",44.3
"ANDAMAN & NICOBAR ISLANDS",2004,"JAN",54.5
"ANDAMAN & NICOBAR ISLANDS",2005,"JAN",0
"ANDAMAN & NICOBAR ISLANDS",2006,"JAN",16.3
"ANDAMAN & NICOBAR ISLANDS",2007,"JAN",4.9
"ANDAMAN & NICOBAR ISLANDS",2008,"JAN",9.9
"ANDAMAN & NICOBAR ISLANDS",2009,"JAN",24.5
"ANDAMAN & NICOBAR ISLANDS",2010,"JAN",101.7
"ANDAMAN & NICOBAR ISLANDS",2011,"JAN",265.9
"ANDAMAN & NICOBAR ISLANDS",2012,"JAN",119.9
"ANDAMAN & NICOBAR ISLANDS",2013,"JAN",67.1
"ANDAMAN & NICOBAR ISLANDS",2014,"JAN",41.9
"ANDAMAN & NICOBAR ISLANDS",2015,"JAN",126.8
"ARUNACHAL PRADESH",1916,"JAN",48.1
"ARUNACHAL PRADESH",1917,"JAN",21.4
"ARUNACHAL PRADESH",1918,"JAN",10.4
"ARUNACHAL PRADESH",1919,"JAN",34.5
"ARUNACHAL PRADESH",1920,"JAN",14
"ARUNACHAL PRADESH",1921,"JAN",78.9
"ARUNACHAL PRADESH",1922,"JAN",50.7
"ARUNACHAL PRADESH",1923,"JAN",9.4
"ARUNACHAL PRADESH",1924,"JAN",85.7
"ARUNACHAL PRADESH",1925,"JAN",80.6
"ARUNACHAL PRADESH",1926,"JAN",38.1
"ARUNACHAL PRADESH",1927,"JAN",48.3
"ARUNACHAL PRADESH",1928,"JAN",48.9
"ARUNACHAL PRADESH",1929,"JAN",144.8
"ARUNACHAL PRADESH",1930,"JAN",64.4
"ARUNACHAL PRADESH",1931,"JAN",61.3
"ARUNACHAL PRADESH",1932,"JAN",70.2
"ARUNACHAL PRADESH",1933,"JAN",56
"ARUNACHAL PRADESH",1934,"JAN",84.9
"ARUNACHAL PRADESH",1935,"JAN",18.1
"ARUNACHAL PRADESH",1936,"JAN",105.9
"ARUNACHAL PRADESH",1937,"JAN",19.9
"ARUNACHAL PRADESH",1938,"JAN",144.8
"ARUNACHAL PRADESH",1939,"JAN",13.6
"ARUNACHAL PRADESH",1940,"JAN",12.7
"ARUNACHAL PRADESH",1941,"JAN",37.4
"ARUNACHAL PRADESH",1942,"JAN",15.8
"ARUNACHAL PRADESH",1943,"JAN",164.5
"ARUNACHAL PRADESH",1944,"JAN",73.1
"ARUNACHAL PRADESH",1945,"JAN",43.4
"ARUNACHAL PRADESH",1946,"JAN",1.8
"ARUNACHAL PRADESH",1947,"JAN",37.8
"ARUNACHAL PRADESH",1948,"JAN",35.6
"ARUNACHAL PRADESH",1949,"JAN",80.1
"ARUNACHAL PRADESH",1950,"JAN",38.6
"ARUNACHAL PRADESH",1951,"JAN",31.8
"ARUNACHAL PRADESH",1952,"JAN",17.2
"ARUNACHAL PRADESH",1953,"JAN",56.4
"ARUNACHAL PRADESH",1958,"JAN",98.4
"ARUNACHAL PRADESH",1959,"JAN",83.2
"ARUNACHAL PRADESH",1960,"JAN",8
"ARUNACHAL PRADESH",1961,"JAN",50
"ARUNACHAL PRADESH",1962,"JAN",37.2
"ARUNACHAL PRADESH",1963,"JAN",14.6
"ARUNACHAL PRADESH",1964,"JAN",55.4
"ARUNACHAL PRADESH",1965,"JAN",37.4
"ARUNACHAL PRADESH",1966,"JAN",22.4
"ARUNACHAL PRADESH",1967,"JAN",13.3
"ARUNACHAL PRADESH",1968,"JAN",54.2
"ARUNACHAL PRADESH",1969,"JAN",19.2
"ARUNACHAL PRADESH",1970,"JAN",49.2
"ARUNACHAL PRADESH",1971,"JAN",56
"ARUNACHAL PRADESH",1972,"JAN",39.2
"ARUNACHAL PRADESH",1973,"JAN",136.4
"ARUNACHAL PRADESH",1974,"JAN",130.9
"ARUNACHAL PRADESH",1975,"JAN",17.3
"ARUNACHAL PRADESH",1976,"JAN",8.9
"ARUNACHAL PRADESH",1977,"JAN",71.2
"ARUNACHAL PRADESH",1978,"JAN",37.1
"ARUNACHAL PRADESH",1979,"JAN",47.4
"ARUNACHAL PRADESH",1980,"JAN",65.6
"ARUNACHAL PRADESH",1981,"JAN",93.1
"ARUNACHAL PRADESH",1982,"JAN",6.4
"ARUNACHAL PRADESH",1983,"JAN",65.4
"ARUNACHAL PRADESH",1984,"JAN",98.1
"ARUNACHAL PRADESH",1985,"JAN",54.1
"ARUNACHAL PRADESH",1986,"JAN",19.3
"ARUNACHAL PRADESH",1987,"JAN",3.7
"ARUNACHAL PRADESH",1988,"JAN",50.9
"ARUNACHAL PRADESH",1989,"JAN",52.6
"ARUNACHAL PRADESH",1990,"JAN",54.8
"ARUNACHAL PRADESH",1991,"JAN",24.9
"ARUNACHAL PRADESH",1992,"JAN",33.2
"ARUNACHAL PRADESH",1993,"JAN",95.7
"ARUNACHAL PRADESH",1994,"JAN",48.2
"ARUNACHAL PRADESH",1995,"JAN",20.6
"ARUNACHAL PRADESH",1996,"JAN",35.7
"ARUNACHAL PRADESH",1997,"JAN",26.2
"ARUNACHAL PRADESH",1998,"JAN",26.7
"ARUNACHAL PRADESH",1999,"JAN",7.9
"ARUNACHAL PRADESH",2000,"JAN",54.1
"ARUNACHAL PRADESH",2001,"JAN",53.1
"ARUNACHAL PRADESH",2002,"JAN",74.2
"ARUNACHAL PRADESH",2003,"JAN",22.9
"ARUNACHAL PRADESH",2004,"JAN",38
"ARUNACHAL PRADESH",2005,"JAN",48.4
"ARUNACHAL PRADESH",2006,"JAN",6
"ARUNACHAL PRADESH",2007,"JAN",13.4
"ARUNACHAL PRADESH",2008,"JAN",76.7
"ARUNACHAL PRADESH",2009,"JAN",18
"ARUNACHAL PRADESH",2010,"JAN",0.6
"ARUNACHAL PRADESH",2011,"JAN",40
"ARUNACHAL PRADESH",2012,"JAN",57.8
"ARUNACHAL PRADESH",2013,"JAN",18.5
"ARUNACHAL PRADESH",2014,"JAN",19
"ARUNACHAL PRADESH",2015,"JAN",30.8
"ASSAM & MEGHALAYA",1901,"JAN",27.1
"ASSAM & MEGHALAYA",1902,"JAN",9.3
"ASSAM & MEGHALAYA",1903,"JAN",19.9
"ASSAM & MEGHALAYA",1904,"JAN",11.1
"ASSAM & MEGHALAYA",1905,"JAN",19.9
"ASSAM & MEGHALAYA",1906,"JAN",9.7
"ASSAM & MEGHALAYA",1907,"JAN",55.8
"ASSAM & MEGHALAYA",1908,"JAN",16.2
"ASSAM & MEGHALAYA",1909,"JAN",19
"ASSAM & MEGHALAYA",1910,"JAN",9.2
"ASSAM & MEGHALAYA",1911,"JAN",74.2
"ASSAM & MEGHALAYA",1912,"JAN",9
"ASSAM & MEGHALAYA",1913,"JAN",11.9
"ASSAM & MEGHALAYA",1914,"JAN",6.3
"ASSAM & MEGHALAYA",1915,"JAN",9.3
"ASSAM & MEGHALAYA",1916,"JAN",20
"ASSAM & MEGHALAYA",1917,"JAN",12.8
"ASSAM & MEGHALAYA",1918,"JAN",4.6
"ASSAM & MEGHALAYA",1919,"JAN",13.1
"ASSAM & MEGHALAYA",1920,"JAN",4.8
"ASSAM & MEGHALAYA",1921,"JAN",35.1
"ASSAM & MEGHALAYA",1922,"JAN",16.6
"ASSAM & MEGHALAYA",1923,"JAN",0.4
"ASSAM & MEGHALAYA",1924,"JAN",10.6
"ASSAM & MEGHALAYA",1925,"JAN",26.4
"ASSAM & MEGHALAYA",1926,"JAN",23.4
"ASSAM & MEGHALAYA",1927,"JAN",33.8
"ASSAM & MEGHALAYA",1928,"JAN",8.3
"ASSAM & MEGHALAYA",1929,"JAN",83.9
"ASSAM & MEGHALAYA",1930,"JAN",18
"ASSAM & MEGHALAYA",1931,"JAN",7.6
"ASSAM & MEGHALAYA",1932,"JAN",14.9
"ASSAM & MEGHALAYA",1933,"JAN",10.3
"ASSAM & MEGHALAYA",1934,"JAN",18.5
"ASSAM & MEGHALAYA",1935,"JAN",3.4
"ASSAM & MEGHALAYA",1936,"JAN",13.6
"ASSAM & MEGHALAYA",1937,"JAN",2.2
"ASSAM & MEGHALAYA",1938,"JAN",27.2
"ASSAM & MEGHALAYA",1939,"JAN",1.5
"ASSAM & MEGHALAYA",1940,"JAN",1.5
"ASSAM & MEGHALAYA",1941,"JAN",4.5
"ASSAM & MEGHALAYA",1942,"JAN",7.4
"ASSAM & MEGHALAYA",1943,"JAN",54.4
"ASSAM & MEGHALAYA",1944,"JAN",39.2
"ASSAM & MEGHALAYA",1945,"JAN",37
"ASSAM & MEGHALAYA",1946,"JAN",0.4
"ASSAM & MEGHALAYA",1947,"JAN",3.9
"ASSAM & MEGHALAYA",1948,"JAN",10.1
"ASSAM & MEGHALAYA",1949,"JAN",22.9
"ASSAM & MEGHALAYA",1950,"JAN",21.2
"ASSAM & MEGHALAYA",1951,"JAN",4.9
"ASSAM & MEGHALAYA",1952,"JAN",4.4
"ASSAM & MEGHALAYA",1953,"JAN",18
"ASSAM & MEGHALAYA",1954,"JAN",22
"ASSAM & MEGHALAYA",1955,"JAN",9.2
"ASSAM & MEGHALAYA",1956,"JAN",29.8
"ASSAM & MEGHALAYA",1957,"JAN",66.9
"ASSAM & MEGHALAYA",1958,"JAN",18.8
"ASSAM & MEGHALAYA",1959,"JAN",30.8
"ASSAM & MEGHALAYA",1960,"JAN",0.1
"ASSAM & MEGHALAYA",1961,"JAN",11.5
"ASSAM & MEGHALAYA",1962,"JAN",24.9
"ASSAM & MEGHALAYA",1963,"JAN",3.3
"ASSAM & MEGHALAYA",1964,"JAN",9.6
"ASSAM & MEGHALAYA",1965,"JAN",5.1
"ASSAM & MEGHALAYA",1966,"JAN",20
"ASSAM & MEGHALAYA",1967,"JAN",11.4
"ASSAM & MEGHALAYA",1968,"JAN",22.9
"ASSAM & MEGHALAYA",1969,"JAN",27.4
"ASSAM & MEGHALAYA",1970,"JAN",47
"ASSAM & MEGHALAYA",1971,"JAN",36.9
"ASSAM & MEGHALAYA",1972,"JAN",18
"ASSAM & MEGHALAYA",1973,"JAN",9.8
"ASSAM & MEGHALAYA",1974,"JAN",31.6
"ASSAM & MEGHALAYA",1975,"JAN",10
"ASSAM & MEGHALAYA",1976,"JAN",5.7
"ASSAM & MEGHALAYA",1977,"JAN",9.1
"ASSAM & MEGHALAYA",1978,"JAN",5
"ASSAM & MEGHALAYA",1979,"JAN",3.3
"ASSAM & MEGHALAYA",1980,"JAN",13.1
"ASSAM & MEGHALAYA",1981,"JAN",29.6
"ASSAM & MEGHALAYA",1982,"JAN",1.8
"ASSAM & MEGHALAYA",1983,"JAN",16.4
"ASSAM & MEGHALAYA",1984,"JAN",22.4
"ASSAM & MEGHALAYA",1985,"JAN",8.7
"ASSAM & MEGHALAYA",1986,"JAN",16.4
"ASSAM & MEGHALAYA",1987,"JAN",8.8
"ASSAM & MEGHALAYA",1988,"JAN",7.3
"ASSAM & MEGHALAYA",1989,"JAN",10.5
"ASSAM & MEGHALAYA",1990,"JAN",19.2
"ASSAM & MEGHALAYA",1991,"JAN",13.7
"ASSAM & MEGHALAYA",1992,"JAN",14.7
"ASSAM & MEGHALAYA",1993,"JAN",73.3
"ASSAM & MEGHALAYA",1994,"JAN",26.6
"ASSAM & MEGHALAYA",1995,"JAN",8.7
"ASSAM & MEGHALAYA",1996,"JAN",12.8
"ASSAM & MEGHALAYA",1997,"JAN",18.2
"ASSAM & MEGHALAYA",1998,"JAN",11.8
"ASSAM & MEGHALAYA",1999,"JAN",2.4
"ASSAM & MEGHALAYA",2000,"JAN",20.5
"ASSAM & MEGHALAYA",2001,"JAN",5.5
"ASSAM & MEGHALAYA",2002,"JAN",20.2
"ASSAM & MEGHALAYA",2003,"JAN",9.5
"ASSAM & MEGHALAYA",2004,"JAN",15.3
"ASSAM & MEGHALAYA",2005,"JAN",22.8
"ASSAM & MEGHALAYA",2006,"JAN",0.7
"ASSAM & MEGHALAYA",2007,"JAN",1.5
"ASSAM & MEGHALAYA",2008,"JAN",29.7
"ASSAM & MEGHALAYA",2009,"JAN",7.9
"ASSAM & MEGHALAYA",2010,"JAN",0.5
"ASSAM & MEGHALAYA",2011,"JAN",11.1
"ASSAM & MEGHALAYA",2012,"JAN",15.2
"ASSAM & MEGHALAYA",2013,"JAN",1.1
"ASSAM & MEGHALAYA",2014,"JAN",2
"ASSAM & MEGHALAYA",2015,"JAN",13.4
"NAGA MANI MIZO TRIPURA",1901,"JAN",11.7
"NAGA MANI MIZO TRIPURA",1902,"JAN",4.8
"NAGA MANI MIZO TRIPURA",1903,"JAN",6.5
"NAGA MANI MIZO TRIPURA",1904,"JAN",2.3
"NAGA MANI MIZO TRIPURA",1905,"JAN",9.1
"NAGA MANI MIZO TRIPURA",1906,"JAN",7
"NAGA MANI MIZO TRIPURA",1907,"JAN",39.1
"NAGA MANI MIZO TRIPURA",1908,"JAN",26.4
"NAGA MANI MIZO TRIPURA",1909,"JAN",6
"NAGA MANI MIZO TRIPURA",1910,"JAN",26
"NAGA MANI MIZO TRIPURA",1911,"JAN",47.3
"NAGA MANI MIZO TRIPURA",1912,"JAN",1
"NAGA MANI MIZO TRIPURA",1913,"JAN",4.3
"NAGA MANI MIZO TRIPURA",1914,"JAN",5
"NAGA MANI MIZO TRIPURA",1915,"JAN",13.9
"NAGA MANI MIZO TRIPURA",1916,"JAN",13.2
"NAGA MANI MIZO TRIPURA",1917,"JAN",1.3
"NAGA MANI MIZO TRIPURA",1918,"JAN",3.8
"NAGA MANI MIZO TRIPURA",1919,"JAN",17.5
"NAGA MANI MIZO TRIPURA",1920,"JAN",5.1
"NAGA MANI MIZO TRIPURA",1921,"JAN",46.9
"NAGA MANI MIZO TRIPURA",1922,"JAN",8.5
"NAGA MANI MIZO TRIPURA",1923,"JAN",0
"NAGA MANI MIZO TRIPURA",1924,"JAN",3.7
"NAGA MANI MIZO TRIPURA",1925,"JAN",43
"NAGA MANI MIZO TRIPURA",1926,"JAN",24
"NAGA MANI MIZO TRIPURA",1927,"JAN",41.4
"NAGA MANI MIZO TRIPURA",1928,"JAN",4.3
"NAGA MANI MIZO TRIPURA",1929,"JAN",38.3
"NAGA MANI MIZO TRIPURA",1930,"JAN",22.6
"NAGA MANI MIZO TRIPURA",1931,"JAN",2.7
"NAGA MANI MIZO TRIPURA",1932,"JAN",6.1
"NAGA MANI MIZO TRIPURA",1933,"JAN",2.5
"NAGA MANI MIZO TRIPURA",1934,"JAN",16
"NAGA MANI MIZO TRIPURA",1935,"JAN",0.6
"NAGA MANI MIZO TRIPURA",1936,"JAN",19.3
"NAGA MANI MIZO TRIPURA",1937,"JAN",0.1
"NAGA MANI MIZO TRIPURA",1938,"JAN",29.2
"NAGA MANI MIZO TRIPURA",1939,"JAN",2.6
"NAGA MANI MIZO TRIPURA",1940,"JAN",0.3
"NAGA MANI MIZO TRIPURA",1941,"JAN",14.1
"NAGA MANI MIZO TRIPURA",1942,"JAN",6
"NAGA MANI MIZO TRIPURA",1943,"JAN",68.4
"NAGA MANI MIZO TRIPURA",1944,"JAN",91.4
"NAGA MANI MIZO TRIPURA",1945,"JAN",68.7
"NAGA MANI MIZO TRIPURA",1946,"JAN",0
"NAGA MANI MIZO TRIPURA",1947,"JAN",3
"NAGA MANI MIZO TRIPURA",1948,"JAN",5.5
"NAGA MANI MIZO TRIPURA",1949,"JAN",8.1
"NAGA MANI MIZO TRIPURA",1950,"JAN",12.3
"NAGA MANI MIZO TRIPURA",1951,"JAN",3.9
"NAGA MANI MIZO TRIPURA",1952,"JAN",9.6
"NAGA MANI MIZO TRIPURA",1953,"JAN",7.4
"NAGA MANI MIZO TRIPURA",1954,"JAN",12.8
"NAGA MANI MIZO TRIPURA",1955,"JAN",6.2
"NAGA MANI MIZO TRIPURA",1956,"JAN",18.3
"NAGA MANI MIZO TRIPURA",1957,"JAN",59.1
"NAGA MANI MIZO TRIPURA",1958,"JAN",6.2
"NAGA MANI MIZO TRIPURA",1959,"JAN",39.9
"NAGA MANI MIZO TRIPURA",1960,"JAN",0
"NAGA MANI MIZO TRIPURA",1961,"JAN",9.5
"NAGA MANI MIZO TRIPURA",1962,"JAN",11.2
"NAGA MANI MIZO TRIPURA",1963,"JAN",0
"NAGA MANI MIZO TRIPURA",1964,"JAN",4
"NAGA MANI MIZO TRIPURA",1965,"JAN",1.9
"NAGA MANI MIZO TRIPURA",1966,"JAN",15
"NAGA MANI MIZO TRIPURA",1967,"JAN",51.5
"NAGA MANI MIZO TRIPURA",1968,"JAN",17.3
"NAGA MANI MIZO TRIPURA",1969,"JAN",20.1
"NAGA MANI MIZO TRIPURA",1970,"JAN",45.8
"NAGA MANI MIZO TRIPURA",1971,"JAN",28.4
"NAGA MANI MIZO TRIPURA",1972,"JAN",4.5
"NAGA MANI MIZO TRIPURA",1973,"JAN",16.8
"NAGA MANI MIZO TRIPURA",1974,"JAN",8.9
"NAGA MANI MIZO TRIPURA",1975,"JAN",1.2
"NAGA MANI MIZO TRIPURA",1976,"JAN",3.3
"NAGA MANI MIZO TRIPURA",1977,"JAN",14.2
"NAGA MANI MIZO TRIPURA",1978,"JAN",0.7
"NAGA MANI MIZO TRIPURA",1979,"JAN",1.3
"NAGA MANI MIZO TRIPURA",1980,"JAN",7.2
"NAGA MANI MIZO TRIPURA",1981,"JAN",26.6
"NAGA MANI MIZO TRIPURA",1982,"JAN",0.1
"NAGA MANI MIZO TRIPURA",1983,"JAN",19.2
"NAGA MANI MIZO TRIPURA",1984,"JAN",17.4
"NAGA MANI MIZO TRIPURA",1985,"JAN",6.4
"NAGA MANI MIZO TRIPURA",1986,"JAN",8.8
"NAGA MANI MIZO TRIPURA",1987,"JAN",7.7
"NAGA MANI MIZO TRIPURA",1988,"JAN",0.4
"NAGA MANI MIZO TRIPURA",1989,"JAN",0.7
"NAGA MANI MIZO TRIPURA",1990,"JAN",0.2
"NAGA MANI MIZO TRIPURA",1991,"JAN",27.5
"NAGA MANI MIZO TRIPURA",1992,"JAN",4.4
"NAGA MANI MIZO TRIPURA",1993,"JAN",11.1
"NAGA MANI MIZO TRIPURA",1994,"JAN",9.5
"NAGA MANI MIZO TRIPURA",1995,"JAN",5.4
"NAGA MANI MIZO TRIPURA",1996,"JAN",8.1
"NAGA MANI MIZO TRIPURA",1997,"JAN",11.3
"NAGA MANI MIZO TRIPURA",1998,"JAN",28.1
"NAGA MANI MIZO TRIPURA",1999,"JAN",2.2
"NAGA MANI MIZO TRIPURA",2000,"JAN",22.5
"NAGA MANI MIZO TRIPURA",2001,"JAN",1.5
"NAGA MANI MIZO TRIPURA",2002,"JAN",18.6
"NAGA MANI MIZO TRIPURA",2003,"JAN",3.8
"NAGA MANI MIZO TRIPURA",2004,"JAN",4.8
"NAGA MANI MIZO TRIPURA",2005,"JAN",6.4
"NAGA MANI MIZO TRIPURA",2006,"JAN",0.6
"NAGA MANI MIZO TRIPURA",2007,"JAN",7.9
"NAGA MANI MIZO TRIPURA",2008,"JAN",30.7
"NAGA MANI MIZO TRIPURA",2009,"JAN",0
"NAGA MANI MIZO TRIPURA",2010,"JAN",1
"NAGA MANI MIZO TRIPURA",2011,"JAN",12.6
"NAGA MANI MIZO TRIPURA",2012,"JAN",24.5
"NAGA MANI MIZO TRIPURA",2013,"JAN",0.2
"NAGA MANI MIZO TRIPURA",2014,"JAN",1.2
"NAGA MANI MIZO TRIPURA",2015,"JAN",14.4
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1901,"JAN",26.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1902,"JAN",1.2
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1903,"JAN",5.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1904,"JAN",3.4
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1905,"JAN",12
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1906,"JAN",9.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1907,"JAN",10.4
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1908,"JAN",10.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1909,"JAN",2.1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1910,"JAN",2.5
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1911,"JAN",22.9
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1912,"JAN",2.3
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1913,"JAN",0.7
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1914,"JAN",2.2
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1915,"JAN",1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1916,"JAN",6.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1917,"JAN",1
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1918,"JAN",0.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1919,"JAN",19.6
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1920,"JAN",0.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1921,"JAN",37.9
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1922,"JAN",17.8
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1923,"JAN",0
"SUB HIMALAYAN WEST BENGAL & SIKKIM",1924,"JAN",0.8
